Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p562.txt;140;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;180,996;181;14;576;16;1;13;566;
;;818;139,387;156,405;2601;2014;559-418-413-420-160-419-423-138-164-424-422-110-416-414-20-111-1-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-332-253-339-334-488-155-412-444-442-46-421-559
;;819;139,607;156,686;2601;2014;559-418-413-420-160-419-423-138-164-424-422-417-110-416-414-1-111-20-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-332-253-339-334-488-155-412-444-442-46-421-559
;;820;139,607;156,695;2601;2014;559-418-413-420-160-419-423-138-164-424-422-417-110-416-414-1-111-20-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-332-253-339-334-488-155-412-442-444-46-421-559
;;821;139,607;156,74;2601;2014;559-418-413-420-160-419-423-138-164-424-422-417-110-416-414-1-111-20-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-334-488-155-412-442-444-46-421-559
;;822;139,827;156,754;2601;2014;559-418-413-160-420-138-423-419-164-424-422-417-110-416-414-1-111-20-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-334-488-155-412-442-444-46-421-559
;;823;139,607;156,761;2601;2014;559-418-413-160-420-138-423-419-164-424-422-110-416-414-20-111-1-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-334-488-155-412-442-444-46-421-559
;;824;139,607;156,837;2601;2014;559-418-413-160-420-138-423-419-164-424-422-110-416-414-1-20-111-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-334-488-155-412-442-444-46-421-559
;;825;139,607;156,962;2601;2014;559-418-413-160-420-138-423-419-164-424-422-110-416-414-111-20-1-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-334-488-155-412-442-444-46-421-559
;;826;139,387;157,302;2601;2014;559-418-413-420-160-419-423-138-164-424-422-110-416-414-111-20-1-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-334-488-155-412-442-444-46-421-559
;;827;139,557;157,309;2601;2014;559-418-413-423-419-138-160-420-164-424-422-110-416-414-111-20-1-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-334-488-155-412-442-444-46-421-559
;;828;139,387;157,315;2601;2014;559-418-413-420-160-423-419-138-164-424-422-110-416-414-111-20-1-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-334-488-155-412-442-444-46-421-559
;;829;139,387;157,518;2601;2014;559-418-413-420-160-423-419-138-164-424-422-110-416-414-20-111-1-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-334-488-155-412-442-444-46-421-559
;;830;139,387;157,534;2601;2014;559-418-413-420-160-423-419-138-164-424-422-110-416-414-1-20-111-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-334-488-155-412-442-444-46-421-559
;;831;139,387;157,541;2601;2014;559-418-413-420-160-423-419-138-164-424-422-110-416-414-1-20-111-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-332-253-339-334-488-155-412-442-444-46-421-559
;;832;139,387;157,554;2601;2014;559-418-413-420-160-423-419-138-164-424-422-110-416-414-1-111-20-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-332-253-339-334-488-155-412-442-444-46-421-559
;;833;139,387;158,559;2601;2014;559-418-413-420-160-419-423-138-164-424-422-110-416-414-1-111-20-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-332-253-339-334-488-155-412-442-444-46-421-559
;;834;139,607;158,692;2601;2014;559-418-413-160-420-138-423-419-164-424-422-110-416-414-20-111-1-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-332-253-339-334-488-155-412-442-444-46-421-559
;;835;139,557;159,019;2601;2014;559-418-413-419-423-138-160-420-164-424-422-110-416-414-111-20-1-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-332-253-339-334-488-155-412-442-444-46-421-559
;;836;139,387;159,04;2601;2014;559-418-413-420-160-423-419-138-164-424-422-110-416-414-111-20-1-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-332-253-339-334-488-155-412-442-444-46-421-559
;;837;139,387;159,046;2601;2014;559-418-413-420-160-419-423-138-164-424-422-110-416-414-111-20-1-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-332-253-339-334-488-155-412-442-444-46-421-559
;;838;139,607;159,472;2601;2014;559-418-413-160-420-138-423-419-164-424-422-110-416-414-111-20-1-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-332-253-339-334-488-155-412-442-444-46-421-559
;;839;139,607;160,055;2601;2014;559-418-413-160-420-138-423-419-164-424-422-110-416-414-1-111-20-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-332-253-339-334-488-155-412-442-444-46-421-559
;;840;139,827;160,13;2601;2014;559-418-413-160-420-138-423-419-164-424-422-417-110-416-414-20-111-1-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-332-253-339-334-488-155-412-442-444-46-421-559
;;841;139,557;160,156;2601;2014;559-418-413-419-423-138-160-420-164-424-422-110-416-414-1-111-20-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-332-253-339-334-488-155-412-442-444-46-421-559
;;842;139,777;160,162;2601;2014;559-418-413-419-423-138-160-420-164-424-422-417-110-416-414-1-111-20-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-332-253-339-334-488-155-412-442-444-46-421-559
;;843;139,547;160,168;2601;2014;559-418-413-420-138-160-423-419-164-424-422-417-110-416-414-1-111-20-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-332-253-339-334-488-155-412-442-444-46-421-559
;;844;139,547;160,201;2601;2014;559-418-413-420-138-160-423-419-164-424-422-417-110-416-414-1-111-20-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-332-253-339-334-488-155-412-444-442-46-421-559
;;845;139,547;160,215;2601;2014;559-418-413-420-138-160-423-419-164-424-422-417-110-416-414-1-111-20-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-334-488-155-412-444-442-46-421-559
;;846;139,547;160,243;2601;2014;559-418-413-420-138-160-423-419-164-424-422-417-110-416-414-111-20-1-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-334-488-155-412-444-442-46-421-559
;;847;139,327;160,316;2601;2014;559-418-413-420-138-160-423-419-164-424-422-110-416-414-111-20-1-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-334-488-155-412-444-442-46-421-559
;;848;139,327;160,324;2601;2014;559-418-413-420-138-160-423-419-164-424-422-110-416-414-111-20-1-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-332-253-339-334-488-155-412-444-442-46-421-559
;;849;139,327;160,35;2601;2014;559-418-413-420-138-160-423-419-164-424-422-110-416-414-111-20-1-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-332-253-339-334-488-155-412-442-444-46-421-559
;;850;139,327;160,384;2601;2014;559-418-413-420-138-160-423-419-164-424-422-110-416-414-1-20-111-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-332-253-339-334-488-155-412-442-444-46-421-559
;;851;139,547;160,401;2601;2014;559-418-413-420-138-160-423-419-164-424-422-417-110-416-414-111-20-1-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-332-253-339-334-488-155-412-442-444-46-421-559
;;852;139,607;160,437;2601;2014;559-418-413-420-160-419-423-138-164-424-422-417-110-416-414-111-20-1-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-332-253-339-334-488-155-412-442-444-46-421-559
;;853;139,607;161,188;2601;2014;559-418-413-420-160-419-423-138-164-424-422-417-110-416-414-111-20-1-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-334-488-155-412-442-444-46-421-559
;;854;139,607;161,457;2601;2014;559-418-413-420-160-423-419-138-164-424-422-417-110-416-414-111-20-1-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-334-488-155-412-442-444-46-421-559
;;855;139,607;161,465;2601;2014;559-418-413-420-160-423-419-138-164-424-422-417-110-416-414-111-20-1-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-253-332-339-334-488-155-412-442-444-46-421-559
;;856;139,607;161,501;2601;2014;559-418-413-420-160-423-419-138-164-424-422-417-110-416-414-1-20-111-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-253-332-339-334-488-155-412-442-444-46-421-559
;;857;139,387;162,104;2601;2014;559-418-413-420-160-423-419-138-164-424-422-110-416-414-111-20-1-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-253-332-339-334-488-155-412-442-444-46-421-559
;;858;139,327;162,11;2601;2014;559-418-413-420-138-160-423-419-164-424-422-110-416-414-111-20-1-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-253-332-339-334-488-155-412-442-444-46-421-559
;;859;139,327;162,118;2601;2014;559-418-413-420-138-160-423-419-164-424-422-110-416-414-111-20-1-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-334-488-155-412-442-444-46-421-559
;;860;139,327;162,147;2601;2014;559-418-413-420-138-160-423-419-164-424-422-110-416-414-1-20-111-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-334-488-155-412-442-444-46-421-559
;;861;139,557;162,256;2601;2014;559-418-413-419-423-138-160-420-164-424-422-110-416-414-111-20-1-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-253-332-339-334-488-155-412-442-444-46-421-559
;;862;139,557;162,272;2601;2014;559-418-413-419-423-138-160-420-164-424-422-110-416-414-111-20-1-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-253-332-339-334-488-155-412-442-444-46-421-559
;;863;139,557;162,333;2601;2014;559-418-413-419-423-138-160-420-164-424-422-110-416-414-111-20-1-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-334-488-155-412-442-444-46-421-559
;;864;139,777;162,442;2601;2014;559-418-413-419-423-138-160-420-164-424-422-417-110-416-414-1-111-20-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-334-488-155-412-442-444-46-421-559
;;865;139,777;162,464;2601;2014;559-418-413-419-423-138-160-420-164-424-422-417-110-416-414-1-111-20-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-253-332-339-334-488-155-412-442-444-46-421-559
;;866;139,827;162,524;2601;2014;559-418-413-160-420-138-419-423-164-424-422-417-110-416-414-1-111-20-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-253-332-339-334-488-155-412-442-444-46-421-559
;;867;139,827;164,191;2601;2014;559-418-413-160-420-138-419-423-164-424-422-417-110-416-414-1-111-20-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-332-253-339-334-488-155-412-442-444-46-421-559
;;868;139,607;164,204;2601;2014;559-418-413-420-160-423-419-138-164-424-422-417-110-416-414-1-111-20-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-332-253-339-334-488-155-412-442-444-46-421-559
;;869;139,607;165,348;2601;2014;559-418-413-420-160-423-419-138-164-424-422-417-110-416-414-1-111-20-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-332-253-339-334-488-155-412-444-442-46-421-559
;;870;139,777;165,362;2601;2014;559-418-413-423-419-138-160-420-164-424-422-417-110-416-414-1-111-20-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-332-253-339-334-488-155-412-444-442-46-421-559
;;871;139,777;165,391;2601;2014;559-418-413-423-419-138-160-420-164-424-422-417-110-416-414-1-111-20-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-332-253-339-488-334-155-412-444-442-46-421-559
;;872;139,557;165,425;2601;2014;559-418-413-423-419-138-160-420-164-424-422-110-416-414-20-111-1-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-332-253-339-488-334-155-412-444-442-46-421-559
;;873;139,557;165,438;2601;2014;559-418-413-423-419-138-160-420-164-424-422-110-416-414-111-20-1-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-332-253-339-488-334-155-412-444-442-46-421-559
;;874;139,777;166,128;2601;2014;559-418-413-423-419-138-160-420-164-424-422-417-110-416-414-1-20-111-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-332-253-339-488-334-155-412-444-442-46-421-559
;;875;139,777;167,719;2601;2014;559-418-413-423-419-138-160-420-164-424-422-417-110-416-414-1-20-111-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-332-253-339-334-488-155-412-444-442-46-421-559
;;876;139,777;167,835;2601;2014;559-418-413-423-419-138-160-420-164-424-422-417-110-416-414-1-20-111-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-334-488-155-412-444-442-46-421-559
;;877;139,777;167,851;2601;2014;559-418-413-423-419-138-160-420-164-424-422-417-110-416-414-1-20-111-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-488-334-155-412-444-442-46-421-559
;;878;139,607;167,879;2601;2014;559-418-413-420-160-419-423-138-164-424-422-417-110-416-414-1-20-111-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-488-334-155-412-444-442-46-421-559
;;879;139,547;167,99;2601;2014;559-418-413-420-138-160-423-419-164-424-422-417-110-416-414-1-20-111-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-488-334-155-412-444-442-46-421-559
;;880;139,327;168,118;2601;2014;559-418-413-420-138-160-423-419-164-424-422-110-416-414-111-20-1-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-488-334-155-412-444-442-46-421-559
;;881;138,777;168,708;2601;2014;559-418-413-421-419-423-138-160-420-164-424-422-110-416-414-111-20-1-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-488-334-155-412-442-444-46-559
;;882;139,887;168,74;2601;2014;559-413-421-419-423-424-164-138-160-420-418-422-110-416-414-111-20-1-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-488-334-155-412-442-444-46-559
;;883;139,887;168,948;2601;2014;559-413-421-419-423-164-424-138-160-420-418-422-110-416-414-111-20-1-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-488-334-155-412-442-444-46-559
;;884;139,887;169,379;2601;2014;559-413-421-419-423-164-424-138-160-420-418-422-110-416-414-111-20-1-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-253-332-339-488-334-155-412-442-444-46-559
;;885;139,887;169,393;2601;2014;559-413-421-419-423-164-424-138-160-420-418-422-110-416-414-111-20-1-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-253-332-339-488-334-155-412-444-442-46-559
;;886;139,977;170,693;2601;2014;559-420-418-413-421-419-423-138-160-164-424-422-417-110-416-414-111-20-1-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-253-332-339-488-334-155-412-444-442-46-559
;;887;139,977;170,722;2601;2014;559-420-418-413-421-419-423-138-160-164-424-422-417-110-416-414-111-20-1-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-253-332-339-488-334-155-412-444-442-46-559
;;888;138,777;171,186;2601;2014;559-418-413-421-419-423-138-160-420-164-424-422-110-416-414-1-20-111-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-253-332-339-488-334-155-412-444-442-46-559
;;889;138,777;171,267;2601;2014;559-418-413-421-419-423-138-160-420-164-424-422-110-416-414-1-20-111-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-253-332-339-334-488-155-412-444-442-46-559
;;890;138,997;171,293;2601;2014;559-418-413-421-419-423-138-160-420-164-424-422-417-110-416-414-1-111-20-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-253-332-339-334-488-155-412-444-442-46-559
;;891;139,977;171,299;2601;2014;559-420-418-413-421-419-423-138-160-164-424-422-417-110-416-414-1-111-20-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-253-332-339-334-488-155-412-444-442-46-559
;;892;139,977;171,327;2601;2014;559-420-418-413-421-419-423-138-160-164-424-422-417-110-416-414-1-111-20-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-253-332-339-334-488-155-412-444-442-46-559
;;893;139,487;171,341;2601;2014;559-418-413-421-419-423-160-420-138-164-424-422-417-110-416-414-1-111-20-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-253-332-339-334-488-155-412-444-442-46-559
;;894;139,757;171,866;2601;2014;559-420-418-413-421-419-423-138-160-164-424-422-110-416-414-111-20-1-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-253-332-339-334-488-155-412-444-442-46-559
;;895;139,757;172,425;2601;2014;559-420-418-413-421-419-423-138-160-164-424-422-110-416-414-111-20-1-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-253-332-339-334-488-155-412-444-442-46-559
;;896;138,777;172,551;2601;2014;559-418-413-421-419-423-138-160-420-164-424-422-110-416-414-111-20-1-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-253-332-339-334-488-155-412-444-442-46-559
;;897;138,777;172,574;2601;2014;559-418-413-421-419-423-138-160-420-164-424-422-110-416-414-111-20-1-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-334-488-155-412-444-442-46-559
;;898;138,777;172,591;2601;2014;559-418-413-421-419-423-138-160-420-164-424-422-110-416-414-1-111-20-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-488-334-155-412-444-442-46-559
;;899;138,777;172,725;2601;2014;559-418-413-421-419-423-138-160-420-164-424-422-110-416-414-20-111-1-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-488-334-155-412-444-442-46-559
;;900;139,887;172,935;2601;2014;559-413-421-419-423-424-164-138-160-420-418-422-110-416-414-20-111-1-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-488-334-155-412-444-442-46-559
;;901;139,887;173,469;2601;2014;559-413-421-419-423-164-424-138-160-420-418-422-110-416-414-20-111-1-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-488-334-155-412-444-442-46-559
;;902;139,887;173,489;2601;2014;559-413-421-419-423-164-424-138-160-420-418-422-110-416-414-1-20-111-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-488-334-155-412-444-442-46-559
;;903;139,887;173,626;2601;2014;559-413-421-419-423-164-424-138-160-420-418-422-110-416-414-111-20-1-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-488-334-155-412-444-442-46-559
;;904;139,747;174,264;2601;2014;559-160-420-418-413-421-419-423-138-164-424-422-110-416-414-111-20-1-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-488-334-155-412-444-442-46-559
;;905;139,747;174,954;2601;2014;559-160-420-418-413-421-419-423-138-164-424-422-110-416-414-111-20-1-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-332-253-339-488-334-155-412-444-442-46-559
;;906;139,967;175,085;2601;2014;559-160-420-418-413-421-419-423-138-164-424-422-417-110-416-414-111-20-1-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-332-253-339-488-334-155-412-444-442-46-559
;;907;139,487;175,342;2601;2014;559-418-413-421-419-423-160-420-138-164-424-422-417-110-416-414-111-20-1-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-332-253-339-488-334-155-412-444-442-46-559
;;908;139,487;175,364;2601;2014;559-418-413-421-419-423-160-420-138-164-424-422-417-110-416-414-1-20-111-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-332-253-339-488-334-155-412-444-442-46-559
;;909;139,487;175,465;2601;2014;559-418-413-421-419-423-160-420-138-164-424-422-417-110-416-414-1-20-111-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-253-332-339-488-334-155-412-444-442-46-559
;;910;139,487;175,501;2601;2014;559-418-413-421-419-423-160-420-138-164-424-422-417-110-416-414-1-111-20-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-253-332-339-488-334-155-412-444-442-46-559
;;911;139,857;176,053;2601;2014;559-413-421-419-423-138-160-420-418-164-424-422-417-110-416-414-1-111-20-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-253-332-339-488-334-155-412-444-442-46-559
;;912;139,857;176,066;2601;2014;559-413-421-419-423-138-160-420-418-164-424-422-417-110-416-414-1-111-20-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-332-253-339-488-334-155-412-444-442-46-559
;;913;139,857;176,1;2601;2014;559-413-421-419-423-138-160-420-418-164-424-422-417-110-416-414-111-20-1-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-332-253-339-488-334-155-412-444-442-46-559
;;914;139,267;176,153;2601;2014;559-418-413-421-419-423-160-420-138-164-424-422-110-416-414-1-20-111-417-513-32-329-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-332-253-339-488-334-155-412-444-442-46-559
;;915;139,587;67,2287;2668;2008;559-418-413-421-419-423-138-160-420-164-424-422-110-416-414-1-20-111-417-513-32-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-334-488-155-412-444-442-409-46-559
;;916;139,587;67,236;2668;2008;559-418-413-421-419-423-138-160-420-164-424-422-110-416-414-1-20-111-417-513-32-328-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-334-488-155-412-442-444-409-46-559
;;917;138,787;67,266;2710;1960;559-418-413-421-419-423-138-160-420-164-424-422-110-416-417-111-20-1-513-32-328-340-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-334-488-155-412-442-444-409-46-559
;;918;138,787;67,2719;2710;1960;559-418-413-421-419-423-138-160-420-164-424-422-110-416-417-20-111-1-513-32-328-340-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-334-488-155-412-442-444-409-46-559
;;919;138,787;67,2794;2710;1960;559-418-413-421-419-423-138-160-420-164-424-422-110-416-417-20-111-1-513-32-328-340-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-488-334-155-412-442-444-409-46-559
;;920;139,907;67,2861;2710;1960;559-418-160-420-413-421-419-423-138-164-424-422-110-416-417-20-111-1-513-32-328-340-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-488-334-155-412-442-444-409-46-559
;;921;139,907;67,341;2710;1960;559-418-160-420-413-421-419-423-138-164-424-422-110-416-111-20-1-417-513-32-328-340-79-330-331-33-0-74-517-327-336-489-519-335-34-55-124-83-332-253-339-488-334-155-412-442-444-409-46-559
;;922;139,307;21,465;2728;1880;559-418-413-420-424-164-138-160-423-419-421-415-109-404-54-409-46-442-444-412-155-488-334-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;923;139,307;21,4713;2728;1880;559-418-413-420-424-164-138-160-423-419-421-415-109-404-54-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;924;139,587;21,5047;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-404-54-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;925;139,587;21,5247;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-54-404-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;926;139,587;21,5783;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-54-404-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;927;139,937;21,5875;2728;1880;559-418-413-138-160-420-424-164-423-419-421-415-109-54-404-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;928;139,937;21,6083;2728;1880;559-418-413-138-160-420-424-164-423-419-421-415-109-54-404-409-46-442-444-412-155-488-334-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;929;139,937;21,6306;2728;1880;559-418-413-138-160-420-424-164-423-419-421-415-109-404-54-409-46-442-444-412-155-488-334-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;930;139,937;21,638;2728;1880;559-418-413-138-160-420-424-164-423-419-421-415-109-404-54-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;931;139,937;21,7729;2728;1880;559-418-413-138-160-420-424-164-423-419-421-415-109-404-54-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;932;139,937;21,84;2728;1880;559-418-413-138-160-420-424-164-423-419-421-415-109-404-54-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;933;139,587;21,9649;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-404-54-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;934;139,307;22,1517;2728;1880;559-418-413-420-424-164-138-160-423-419-421-415-109-404-54-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
